Concepts,Positive,Negative
plan_retirement,1,0
get_excite,1,0
trade_stock,1,0
feel_stupid,0,1
give_out,1,0
cowardice,0,1
barter,1,0
bargain,1,0
good_price,1,0
arrangement,1,0
card_game,1,0
game_show,1,0
broker,1,0
transaction,1,0
business_agreement,1,0
hand_out,1,0
good_buy,1,0
business_transaction,1,0
name_planet,1,0
hunt_food,1,0
headlight,1,0
doe,1,0
cherish,1,0
confrontation,0,1
stage_production,1,0
wait_room,1,0
newsstand,1,0
read_human,1,0
make_out_paper,1,0
middle_day,1,0
letter_slot,1,0
listen_cd,1,0
stab_death,0,1
part_whole,1,0
chess_bishop,1,0
chess_tournament,1,0
batman,1,0
superhero,1,0
good_everyone,1,0
analysis,1,0
new_insight,1,0
personal_enjoyment,1,0
great_understand,1,0
describe,1,0
study_carefully,1,0
paralysis,0,1
want_understand,1,0
make_list,1,0
go_place_place,1,0
brandy,1,0
liquor_store,0,1
adult_drink,1,0
good_lover,1,0
whisker,1,0
cat_hair,0,1
graft,1,0
practice_lot,1,0
part_team,1,0
coordination,1,0
learn_rule,1,0
get_exhaust,0,1
minor_injury,0,1
buy_ball,1,0
run_first_base,1,0
entertaintment,1,0
hit_face,0,1
join_team,1,0
exercise_entertainment,1,0
get_along,1,0
stand_around,1,0
handicap,0,1
pleasant_experience,1,0
upper,1,0
winter,1,0
cold_person,0,1
keep_body_warm,1,0
jail_time,0,1
hide_body,0,1
go_jail,0,1
die_painfully,0,1
sharp_object,0,1
make_mad,0,1
violent_person,0,1
sharpen_knife,0,1
choose_victim,0,1
defend_yourself,1,0
murder_another_person,0,1
attack,0,1
piss_off,0,1
prepare_go_jail,0,1
end_person_life,0,1
murderer,0,1
put_mask,1,0
evil_person,0,1
hide_evidence,0,1
seek_psychiatric_help,0,1
angry_person,0,1
blade,0,1
breathe_hard,0,1
find_victim,0,1
get_rid_enemy,0,1
eat_together,1,0
glass_case,1,0
retention,1,0
contain,1,0
special_person,1,0
quiet_child,1,0
kin,1,0
daddy,1,0
male_parent,1,0
lecture,1,0
hold_child,1,0
spend_time_child,1,0
nurture,1,0
mother_child,1,0
lotus,1,0
no_edge,1,0
ball_shape,1,0
orb,1,0
look_clock,1,0
use_gas,1,0
soon,1,0
get_accident,0,1
take_crap,0,1
idiot,0,1
make_pollution,0,1
speed_ticket,1,0
arrive,1,0
steer_car,1,0
buy_car,1,0
stop_stop_sign,1,0
burn_gasoline,0,1
road_rage,0,1
arrive_work,1,0
honk_horn,0,1
promotion,1,0
steer,1,0
set_alarm_clock,1,0
crate,1,0
carton,1,0
keep_stuff,1,0
three_dimensional,1,0
ship_container,1,0
six_side,1,0
hold_stuff,1,0
store_stuff,1,0
lie_floor,0,1
rigid,0,1
hold_cupcake,1,0
depth,1,0
storage_device,1,0
bob,1,0
make_sport,1,0
postman,1,0
firefighter,1,0
sing_choir,1,0
miss_bus,0,1
machine_tool,1,0
terminal_illness,0,1
forward_e-mail,1,0
hard_use,1,0
word_process,1,0
easy_use,1,0
pack_lunch,1,0
tackle,0,1
retirement,0,1
catch_bass,1,0
need_relax,1,0
drink_soda,1,0
puke,0,1
licence,1,0
fish_pole,1,0
wet_clothe,0,1
maize,1,0
have_to,1,0
prepare_exam,1,0
buy_book,1,0
brainwash,0,1
bring_book,1,0
up_morning,1,0
attend,1,0
detention,0,1
tuition,1,0
put_uniform,1,0
open_book,1,0
learn_mathematics,1,0
enslave_person,0,1
moccasin,1,0
slipper,1,0
place_bet,1,0
four_letter_word,0,1
testicle,1,0
beauty,1,0
social_convention,0,1
jelly_bean,1,0
tank,1,0
medication,0,1
bang_head,0,1
spasm,0,1
hit_yourself_head,0,1
pill,0,1
loss_consciousness,0,1
involuntary,1,0
pull_off_road,1,0
injure_yourself,0,1
go_hospital,0,1
lose_conciousness,0,1
play_video_game,1,0
con,0,1
head_injury,0,1
commit,1,0
person_place,1,0
verb_adjective,1,0
subject,1,0
middle,1,0
row_seat,1,0
wicker,1,0
hold_grocery,1,0
carry_laundry,1,0
sort,1,0
carry_stuff,1,0
hold_small_item,1,0
hold_flower,1,0
carry_food,1,0
woven,1,0
lsd,1,0
run_long_time,1,0
case_build,1,0
notice_problem,0,1
wrong_place,0,1
donut_shop,1,0
arm_themselves,0,1
arm_weapon,0,1
guard_bank,1,0
guard_prisoner,1,0
policy,1,0
cancel,0,1
save_live,1,0
meet_friends,1,0
eat_salad,1,0
not_hungry_anymore,1,0
good_mood,1,0
work_break,1,0
obesity,0,1
get_line,1,0
not_feel_hungry,1,0
find_bank,1,0
careless,0,1
end_book,1,0
ornate,1,0
come_pair,1,0
elizabeth,1,0
clergy,1,0
floppy,1,0
light_colore,1,0
hear_loss,0,1
bus_table,1,0
seat_guest,1,0
first,1,0
second_base,1,0
blue_ribbon,1,0
ordinal,1,0
michael_jordan,1,0
basketball_team,1,0
many_different_way,1,0
make_cheese,1,0
meme,1,0
die_out,0,1
memo,1,0
difficult_concept,0,1
learn_quickly,1,0
diane,1,0
commit_genocide,0,1
illegal_alien,0,1
outsider,0,1
abroad,1,0
designer,1,0
decorator,1,0
bad_good,1,0
commercial,1,0
entertain_audience,1,0
delight_audience,1,0
promote,1,0
ultimate,1,0
chocolate_bar,1,0
plan_attack,0,1
drunk_person,0,1
grimace,0,1
supposition,1,0
assumption,1,0
hypothesis,1,0
step_forward,1,0
many_insect,0,1
retrieve,1,0
to_have,1,0
obtain,1,0
say_thankyou,1,0
have_something,1,0
help_out,1,0
ownership,1,0
grasp_hand,0,1
possess,1,0
show_appreciation,1,0
disappointment,0,1
fetch,1,0
versatile,1,0
facet,1,0
expensive_stone,1,0
find_ground,1,0
shape_hair,1,0
toothpaste,1,0
many_human,1,0
sunrise,1,0
sun_rise,1,0
good_day,1,0
light_sky,1,0
in_the,1,0
sun_up,1,0
general_verb,1,0
bicycle_part,1,0
theater_box,1,0
make_comfortable,1,0
keep_warm_night,1,0
seam,1,0
sew_term,1,0
stitch,1,0
fasten,1,0
stigma,0,1
discrimination,0,1
ignorance,0,1
disrespect,0,1
prejudice,0,1
super_hero,1,0
send_message,1,0
exchange_information,1,0
vote,1,0
answer_back,0,1
receive_email,1,0
write_back,1,0
enter_address,1,0
online,1,0
reply,1,0
get_reply,1,0
send_information,1,0
receive_information,1,0
put_bid,1,0
carpal_tunnel_syndrome,0,1
find_out_information,1,0
spam,0,1
stay_touch_friend,1,0
write_e-mail,1,0
distribute_information,1,0
sufficient,1,0
among,1,0
be_with,1,0
spread_idea,1,0
take_vacation,1,0
cash_check,1,0
ego_boost,1,0
copyright,1,0
gain_wealth,1,0
publish,1,0
monetary_gain,1,0
accolade,1,0
award,1,0
get_famous,1,0
autograph,1,0
take_money,1,0
hand_motion,1,0
bad_child,0,1
start_new_day,1,0
vibration,1,0
hear_noise,0,1
sonic,1,0
mouth_noise,0,1
human_sense,1,0
travel_space,1,0
audible,1,0
frequency,1,0
detect,1,0
ear_activity,1,0
what_the,1,0
vocal_cord,1,0
beep,0,1
loud_soft,1,0
hear_voice,1,0
sensory_input,1,0
decibel,1,0
electromagnetic_wave,1,0
loud_music,0,1
five_sense,1,0
music_tone,1,0
strain,0,1
essential_life,1,0
mole_cricket,0,1
jump_out,0,1
look_down,0,1
get_hit_car,0,1
step_out,1,0
hang_clothe,1,0
corner_prey,1,0
companion,1,0
become_ill,0,1
arsonist,0,1
burn_house,0,1
cut_meat,0,1
self_protection,1,0
butter_toast,1,0
open_package,1,0
pry_open,0,1
butter_bread,1,0
fish_boat,1,0
fillet,1,0
cut_cheese,1,0
cut_vegetable,1,0
eat_food_off_plate,1,0
attack_enemy,0,1
dull,0,1
cut_paper,1,0
pierce,0,1
sharp_edge,0,1
spread_butter,1,0
chop_vegetable,1,0
blade_weapon,0,1
make_mark,1,0
machete,0,1
kill_cat,0,1
cut_finger,0,1
raincoat,1,0
hardwood_floor,1,0
claw,0,1
computer_part,1,0
clip,1,0
know_subject,1,0
photo_album,1,0
store_photo,1,0
food_flavor,1,0
wear_mask,1,0
use_system_abstract_think,1,0
upgrade,1,0
put_liquid,1,0
good_eyesight,1,0
speed_up,2,0
use_logic,2,0
twirl_around,1,0
deduce,1,0
learn_much,1,0
squeeze,1,1
locate,2,0
read_cover,1,0
deflate,0,1
search_internet,1,0
clamp,0,1
solve_mystery,2,0
visit_library,1,0
look_closely,1,0
ask_expert,2,0
spread_out,0,1
inflate,1,0
use_telescope,2,0
check_price,2,0
analyze,1,0
scan,1,0
experience_new,2,0
determine_size,1,0
brush_off,0,1
look_clue,1,0
use_thermometer,0,2
curiosity,2,0
try_understand,1,0
call_help,1,1
casualty,0,2
horse_shoe,1,0
repeat_action,0,1
long_term,1,0
home_depot,1,0
talk_telephone,1,0
pirate_ship,1,1
negative_reaction,0,3
open_refrigerator,2,0
donut,1,0
sell_ticket,1,0
residue,0,1
leave_behind,0,1
leftover,0,2
remainder,0,1
malaria,0,2
mosquito,0,1
sterile,0,3
undesirable,0,2
munchkin,1,0
dental_work,0,2
type_bear,0,1
freak,0,2
advice,1,0
recall,1,0
take_back,0,1
main_traffic_artery,0,1
inaction,0,1
traffic_congestion,0,3
air_pollution,0,2
ritual,0,1
repetitive_action,0,1
part_ceremony,1,0
sacred,1,0
tradition,1,0
destroy_city,0,3
collision,0,1
despot,0,2
gunshot,1,1
battle_cancer,0,3
pamper,1,0
view_film_home,1,0
luxury,1,0
physical_sensation,1,0
okay,1,0
cozy,1,0
good_feel,1,0
reassurance,1,0
want_marry,1,1
old_food,0,1
drive_highway,1,0
dragon,1,1
slay,0,3
beast,0,2
book_read,2,0
enigma,1,0
fiction,2,0
look_picture,1,0
interest_subject,2,0
learn_book,1,0
lose_track_time,0,3
might_learn,1,0
read_out_loud,0,1
use_imagination,2,0
become_distract,0,2
stare_off_space,0,1
stimulate_mind,1,1
recommend,1,0
change_opinion,0,1
know_story,0,1
learn_how_read,1,0
learn_new_word,2,0
distract,0,2
take_book,1,0
want_relax,1,0
educate_yourself,1,0
increase_understand,1,0
use_mind,1,0
close_eye,0,1
like_read,1,0
wish_learn,1,0
bad_omen,1,2
buy_wood,1,0
cause_effect,1,0
traffic_accident,1,2
stop_traffic_light,0,2
turn_car_off,0,1
bury_dead_person,1,3
efficient,1,0
semi-truck,1,0
see_light,2,0
find_guilty,1,2
take_court,1,1
person_commit_crime,1,4
handcuff,1,1
feel_smug,0,2
legal_process,0,2
high_tax,1,3
restrain,0,1
injustice,0,3
stop_crime,1,0
sit_jury,1,0
revenge,0,3
punish_crime,0,2
cooty,0,1
get_water,1,0
wither,0,1
plant_die,0,1
pinnacle,1,0
acme,1,0
high_point,1,1
peak,2,0
razor,0,1
cut_tool,0,1
groin,0,1
sit_theater,1,0
tom,1,0
father_child,1,0
knife_sharp,0,1
confessional,1,0
seat_person,1,0
laze,1,0
graph,1,0
illustration,1,0
diagram,1,0
graphical_representation,1,0
astrology,1,0
flattery,2,0
extinct,1,2
smithsonian_institution,1,0
fossil,1,0
nowhere,1,1
musuem,1,0
edifice,1,0
elect,1,0
hold_trial,1,1
talk_lawyer,0,2
judicial_system,0,1
give_verdict,1,0
verdict,0,1
build_block,1,0
basic_unit,1,0
pinhead,1,1
mobile_phone,1,0
hold_place,1,0
tiny_animal,2,0
tiny_organism,2,0
carry_around,0,2
metal_bar,1,1
microbe,1,1
mobile,1,0
express,1,0
show_feeling,1,0
no_stop,1,1
federal,1,0
postage,1,0
speedy,1,0
quick,1,0
determine_health,1,0
pulse,1,0
call_doctor,1,2
bye,0,1
lifeguard,1,0
medical_equipment,1,0
check_breathe,1,0
ask_permission,1,0
may_die,0,2
mouthwash,1,0
dentist_office,1,1
post_letter,1,0
receive_mail,2,0
send_mail,1,0
receive_letter,2,0
faith_god,1,0
obey_god,1,0
dance_joy,2,0
belief_god,1,0
spread_love,1,0
trust_god,1,0
good_place_eat,1,0
meet_place,1,0
open_night,1,0
strike_ball,2,0
national,1,0
international,1,0
suede,1,0
animal_hide,1,1
mathematical_skill,2,0
fine,1,0
apex,2,0
singularity,1,0
hand_gesture,1,0
indication,1,0
mountain_top,1,1
direct,1,0
finger_action,1,0
exclamation,1,0
sharp_corner,0,1
geometric,1,0
direct_person,1,0
hand_action,1,0
bottom_line,2,0
short_line,1,0
origin,1,0
full_stop,1,0
sport_score,2,0
explanation,1,0
shard,1,0
sentence_end,1,0
punctuation,1,0
reason_why,1,0
blunt,0,1
geometric_object,1,0
small_dot,1,0
coordinate,1,0
fit_room,1,0
cost_lot_money,1,2
queen_england,1,0
get_old,0,1
cream_cheese,1,0
major,1,0
washington_d.c,1,0
influence_public_decision,0,2
state_obvious,0,1
corrupt,1,3
run_president,1,0
government_person,0,2
candidate,1,0
whorehouse,1,1
election,1,0
lower_tax,1,0
reputation,1,0
make_law,1,0
parliament,0,2
government_official,0,2
govern_country,1,0
elect_person,1,0
divide_nation,1,2
give_speech,1,1
consider_good_luck,1,0
buy_shoe,1,0
fight_fire,1,1
perpetrator,1,0
offender,1,2
political_party,0,2
lose_election,0,2
development,1,0
brand_name,1,0
american_flag,1,0
shirt,1,0
banner,1,0
feel_different,1,0
check_doctor,0,1
go_diet,1,0
run_place,1,0
desireable,1,0
attribute,1,0
block,1,0
cut_tree,0,2
cut_wood,0,1
store_liquid,1,0
kitchen_cabinet,1,0
drink_juice,1,0
measure_liquid,1,0
count_finger,1,0
make_error,0,3
calculator,1,0
count_change,0,1
calculate,1,0
accountant,0,1
banker,0,1
eat_shit,0,1
find_total,2,0
brain_damage,0,3
turn_calculator,0,1
know_result,0,1
make_mistake,0,2
cue,1,0
sperm_bank,1,0
blowjob,1,0
beetle_song,1,0
light_room,1,0
wick,0,1
emit_light,1,0
romantic_dinner,2,0
create_mood,2,0
extinguish,0,2
find_home,1,0
butter_knife,0,1
blown,0,1
go_doctor_office,0,1
collect_ticket,0,1
gain_speed,2,0
big_small,0,1
nine,0,1
intelligent_person,2,0
winter_sport,2,0
stripper,0,1
beer_mug,0,1
high_cholesterol,0,2
high_pay_job,2,0
holy_place,1,0
necessary_life,1,0
sweet_treat,2,0
entire,0,1
all_of,0,1
totality,0,1
angle_grinder,1,0
con_man,0,1
blow_smoke,0,2
ability,1,0
knack,2,0
slip_fall,0,2
up_high,0,1
fall_death,0,1
out_chair,0,1
out_breath,0,1
need_help,0,1
up_mountain,1,1
dexterity,1,0
loss_breath,0,1
tree_house,1,0
go_uphill,2,0
blister,0,1
incline,0,1
move_upward,0,1
recreational_activity,1,0
move_up,1,0
find_mountain,1,0
hand_foot,1,0
steep,0,1
get_sweaty,0,1
assent,1,0
see_far_distance,1,0
go_mountain,2,0
see_view,1,0
kid_activity,0,1
upwards,0,1
up_hill,1,1
gain_ground,1,0
crash_car,0,1
lose_soul,0,1
randy,0,1
loss_awareness,0,1
arrest_police,1,0
silly,0,1
death_destruction,0,1
change_attitude,0,1
lose_balance,0,1
attend_opus,1,0
debbie,1,0
defendant,1,0
naked_woman,1,0
homeless_person,0,1
homeless_shelter,0,1
nowhere_live,0,1
profile,1,0
take_risk,1,1
take_chance,2,0
email_program,0,2
forward_email,0,2
read_email,0,2
stain_glass,0,1
art_show,2,0
dont_like,0,1
enormous,1,0
really_big,1,0
spiral,1,0
carry_umbrella,0,1
cider,1,0
ferment,0,1
doughnut,1,0
apple_juice,1,0
personality,1,0
stock_food,0,1
keep_food_cool,1,0
thought,1,0
human_trait,0,1
unit_measurement,0,1
outside_area,1,0
measure_distance,1,0
area_land,1,0
behind_house,1,0
mortar,0,1
blow_up,0,1
armoury,0,1
break_leg,0,1
free_mind,1,0
wear_protection,1,0
good_balance,1,0
put_protective_gear,1,0
roll_down_hill,0,1
crochet,1,0
mortal,0,1
immortality,1,0
check_listing,0,2
play_rule,1,0
complain,0,1
choose_game,1,0
win_hand,1,0
get_naked,0,1
play_role,0,1
make_good_decision,1,0
deal_card,2,0
lose_lot_money,0,1
lose_sleep,0,2
card_deck,1,0
stay_alert,1,1
whoop,0,1
slang,0,2
widen,1,0
smell_like_fish,0,1
say_sorry,0,1
tell_why,0,1
posse,2,0
help_verb,0,1
vocal_chord,1,0
fairy_tale,2,0
incentive,1,0
autumn_leave,1,0
nice_look,1,0
fast_day,1,0
money_transfer,0,1
remittance,1,0
cash_pay,0,2
give_cash,0,2
monthly_pay,0,1
pay_debt,1,0
amount_owe,0,1
send_money,0,1
money_given,0,1
invoice,1,0
mortgage,0,1
bill_pay,0,1
money_give,0,1
owe,0,1
loan,0,1
due,0,1
give_back,0,1
monthly_due,0,1
compensation,1,0
settle_bill,0,1
exchange_goods,1,0
money_exchange,1,0
money_due,0,1
salary,1,0
repay,0,1
malady,0,2
antibiotic,0,2
epidemic,0,1
medical_problem,0,1
smallpox,0,1
medical_condition,0,1
germ,0,2
end_live,0,2
chicken_pox,0,1
measles,0,1
out_work,0,1
host,1,0
third_world_country,0,1
ill_health,0,1
aid,1,0
health_problem,0,1
treatable,1,0
flu,0,1
cause_sickness,1,0
crease,1,0
disorder,0,1
special_day,1,0
special_time,1,0
special_happen,2,0
party_time,2,0
special_moment,1,0
hamlet,1,0
shakespeare_play,1,0
traitor,0,4
sell_out,0,1
old_friend,2,0
treachery,0,4
govern_nation,2,0
unlimited,2,0
gather_intelligence,1,0
sting_insect,1,3
sting,1,3
cover_snow,1,0
stork,1,0
perfection,1,0
power_outage,0,2
set_timer,1,1
put_tape_vcr,1,0
legal,0,1
director,1,0
set_vcr,1,0
pin_needle,1,1
monopoly,0,1
racket,1,0
sport_equipment,1,1
team_sport,1,0
alarm_clock_ring,0,2
shut_off_alarm_clock,0,1
look_out_window,1,0
check_e-mail,0,1
asleep,1,0
turn_off_alarm_clock,0,1
turn_heat,0,1
go_bed_early,1,2
get_out_bed,0,1
make_pot_coffee,1,0
work_garden,1,1
will,1,2
see_sunrise,0,2
get_coffee,2,3
good_sleep,0,2
sleep_early,1,2
boundary,0,1
make_rule,0,1
broccoli,1,0
deep_sadness,1,0
form_government,0,3
emotional,1,1
phone_bill,1,1
catch_up,0,1
kinship,0,1
call_telephone,0,1
use_phone,0,1
communication_system,0,1
scream_real_loud,1,0
send_flower,0,1
say_good_bye,1,0
relay_information,0,1
speak_foreign_language,2,0
maintain_relationship,0,1
break_silence,0,1
two_line,0,2
egalitarianism,1,0
identical,1,0
unbalance,0,1
parallel,0,1
tourist_attraction,0,1
fabric_shop,1,2
make_quilt,1,1
stretch_first,0,1
tense,2,2
past_present,0,1
drink_glass,0,1
business_organization,1,1
significant_other,0,0
builder,0,1
architect,1,0
laborer,1,0
install_window,1,0
make_building,1,0
construction_worker,1,0
build_cathedral,1,0
sing_group,0,1
excise,1,1
dog_die,0,2
mean_person,0,1
hitler,1,0
make_enemy,1,0
settle_disagreement,0,1
declare_war,1,0
bully,1,0
buy_weapon,1,0
warmonger,1,0
person_kill,1,0
think_again,0,3
prepare_army,1,0
arm_yourself,1,0
become_angry,1,1
kill_soldier,0,1
find_enemy,1,0
ought,1,0
shall,0,1
sleep_day,2,2
compare,1,1
similarity,1,1
simile,0,1
amiable,0,1
verb_noun,0,1
vocation,1,1
standard,0,1
eye_beholder,1,1
follow_mother,0,1
fuzz,1,0
like_girl,1,3
girl_woman,0,1
hot_woman,1,1
beautiful_girl,0,3
form_music,0,1
laud,0,1
broken_window,1,1
icy,0,1
down_drain,0,1
curly,1,0
long_short,1,0
hair_brush,1,0
comb,1,1
armpit,1,1
take_dump,2,0
destroy_build,0,1
twister,0,2
go_out_public,2,0
start_conversation,1,2
talk_interest_person,2,2
learn_interest,1,0
learn_yourself,1,0
attentive,1,0
save_world,0,1
can_learn,0,1
good_conversation,1,1
join_club,1,0
delight,0,1
guilty_person,1,0
face_music,1,0
receive_punishment,0,1
army_officer,1,0
police_rank,0,1
consumerism,1,0
buy_present_others,0,1
buy_present,1,1
justin,0,2
lunch_break,2,0
live_country,2,1
green_thumb,1,0
like_flower,1,0
gender,1,0
give_birth_child,1,1
produce_milk,1,0
sew_kit,1,0
become_liquid,1,0
brand,1,0
soda,2,0
sequel,1,0
continuation,1,0
professional_athlete,1,0
deafness,1,1
enjoy_oneself,1,0
take_friend,1,0
listen_good_music,2,0
sit_dark,1,0
appreciate_art,1,1
enjoy_play,2,0
plan_time,1,0
interest_art,1,0
ready,1,0
want_entertain,0,1
firm,1,0
large_business,1,0
large_company,1,0
business_firm,1,0
big_business,2,0
detail,2,0
clean_car,1,0
summary,1,1
descriptive,0,1
clothe_holder,1,0
eat_orange,0,1
like_orange,1,1
cheque,2,0
pay_fine,1,2
cheque_book,2,1
pocket_size_notebook,2,0
jot_down_idea,1,0
make_note,1,0
different_type,1,1
vermin,0,2
dynasty,2,1
ask_lot_question,0,1
student_teacher,0,1
student_study,2,0
academy,2,0
many_child,1,1
learn_evolution,2,1
big_build,0,1
pupil,0,0
alone,1,0
straightforward,1,1
to_the,2,0
pain_person,1,2
piece_metal,2,2
fasten_two_object_together,1,1
umbrella,1,1
fold_up,1,0
rainy_day,1,0
block_sunlight,1,0
stay_dry,0,2
stay_dry_rain,0,1
many_shade,0,1
indigo,0,1
favorite_color,0,1
red_green,1,0
violet,0,1
navy,0,1
cool_color,0,1
dark_light,1,0
turquoise,1,0
yellow_green,1,0
red_yellow,0,2
water_sky,1,0
cyan,1,0
like_sea,1,0
colour_rainbow,0,1
aqua,1,0
primary_color,0,1
primary_colour,1,0
visible,0,1
turn_away,0,1
concealment,0,1
put_away,0,1
sneak,0,1
keep_secret,1,0
under_cover,10,0
reveal,1,0
conceal,1,1
avoid_detection,1,0
handgun,0,1
type_gun,1,0
for_all,0,1
july_fourth,1,1
statue,1,0
icon,1,0
good_night,0,2
enjoy_day,1,0
midway,1,0
composition,1,0
pantyhose,1,0
sharp_nail,1,0
limousine,0,1
long_car,1,0
excellent,0,1
superlative,1,0
really_good,0,1
superior,1,1
best_ever,1,0
exceptional,1,0
high_quality,0,1
high_standard,1,0
better_good,1,0
well_done,2,0
brilliant,1,0
plentiful,0,1
put_helmet,0,1
broken_car,1,0
grenade,1,0
explosive_device,1,0
infantry,1,0
damage,1,0
bomb,1,0
tool_war,0,1
hemoglobin,1,0
fight_other,1,1
live_water,1,0
religious_event,1,1
formal_event,1,1
custom,1,1
rite,0,1
protrusion,0,1
welt,1,0
mumps,0,2
pile,1,0
pay_credit_card,0,1
panendoscope,0,1
population,0,1
alex,1,0
chile,1,1
monitor_heart_rate,0,1
hideout,1,0
see_future,0,1
independence,1,0
revolution,1,0
tolerant,0,1
openness,1,0
type_container,1,0
better_cold,1,1
good_drink,1,0
good_tooth,0,1
low_self-esteem,0,1
researcher,1,0
battle_disease,0,1
fantasy,1,0
four_wheel,0,1
copper_wire,1,0
imaginative,2,0
channel_selector,0,1
display_item,1,0
potential_energy,1,1
game_card,0,1
build_structure,0,1
connect_city,1,0
travel_over_water,2,0
dental_office,0,1
brooklyn,1,1
connector,1,0
cross_road,1,0
infrastructure,0,10
beautiful_sunset,1,1
bridge_stream,1,0
thruway,1,0
water_passage,2,0
handkerchief,1,1
clean_nose,2,0
facial_tissue,1,0
man_pocket,0,0
junk_food,1,0
greasy,0,1
burger_king,1,0
dangerous_person,2,0
husband_wife,0,1
rector,0,1
church_leader,0,1
church_person,0,1
religious_man,1,0
minister,0,1
bail,1,1
meanness,0,1
myself,2,0
costly,0,1
happy_occasion,1,0
reception,2,0
store_tool,2,0
build_computer,1,0
person_cry,2,1
sob,1,1
high_blood_pressure,1,0
little_specific,0,0
dangerous_human,2,0
pass_away,0,1
puddle,1,0
riverbed,0,1
gooey,1,0
ooze,1,0
drink_holder,1,0
coffeehouse,1,0
pointer,1,0
wipe_away_tear,1,1
block_light,1,1
pop_balloon,0,1
cross_eye,0,1
push_button,1,0
play_harp,1,0
smear,1,0
limp,0,1
scratch_back,1,0
one_of,1,0
ring_doorbell,1,0
warn,1,0
measure_length,1,0
pinky,1,0
scratch_itch,0,1
tie_knot,1,1
mum,1,0
ice_skate,1,0
realization,2,1
however,1,0
novelty,2,0
press,1,0
announcement,1,0
national_event,1,1
cnn,1,0
television_program,1,0
freshness,1,0
every_day,1,0
read_paper,2,1
pew,0,1
biased,1,1
type_paper,1,0
reporter,1,0
never,1,0
relevant,2,0
spread_information,1,1
novel,2,0
tv_program,0,2
informational,1,1
pass_information,0,1
everyday,1,1
ephemeral,1,0
bulletin,2,0
blame,1,1
bad_quality,1,1
find_problem,1,0
person_shape,1,0
fill_helium,1,0
business_report,1,0
expenditure,1,1
price_high,1,1
high_cost,0,1
listen_speaker,0,1
good_parent,2,0
anatoly,1,0
turn_key,1,0
car_part,0,2
body_area,1,0
happen_person,2,0
buddhism,1,0
buddha,1,0
basketball_hoop,0,1
big_blue,1,0
land_feature,1,0
water_mass,2,0
take_cruise,1,0
warm_weather,0,1
unemployment,1,1
cause_mental_illness,2,0
bruise,0,1
adjustable,1,0
medical_record,0,1
round_fruit,1,0
dance_club,1,0
pore,1,0
clean_dish,1,0
democratic_process,0,1
presidential,1,0
surround_ocean,1,0
skylight,1,0
see_outside,0,1
see_out,1,0
affulenza,0,1
flesh,1,0
biological_machine,0,1
make_up_water,1,0
coaster,1,0
cup_hand,2,0
thump,1,1
serve_coffee,1,0
lazy_person,1,0
xray_machine,1,1
hazard,1,2
duchess,1,0
vaccination,1,0
injection,1,0
convert_energy,1,0
ray,1,0
rush_job,1,0
fail_test,0,4
vanilla,1,0
scrabble,1,0
disturb,1,0
state_mind,1,0
raise_voice,1,1
peacemaker,0,1
make_peace,0,1
create_document,1,0
convey_message,2,0
comic,2,0
buy_tool,1,0
take_care_child,2,0
hire_help,0,2
make_effort,2,0
independent,1,0
learn_skill,1,0
work_team,1,0
go_job,0,1
commerce,1,0
duty,1,0
work_yourself,2,1
buy_clothe,0,1
take_day_off,1,1
question_starter,1,0
who,1,0
game_chance,1,0
form_social_interaction,1,1
entity,1,0
market_product,1,0
make_eat,1,0
employer,0,1
visitor,1,1
earnings,1,0
logo,2,0
pay_employee,1,0
support_mother_culture,1,0
presence,2,0
abbreviate_co,2,0
branch_out,1,0
money_make,2,0
fire_employee,2,0
partnership,1,0
business_plan,2,0
capitalism,1,0
place_work,2,0
enterprise,1,0
corporate,1,1
ususally,1,0
postcard,2,0
wall_hang,1,0
portrait,2,0
like_paint,2,0
like_art,2,0
image,1,0
wall_decoration,2,0
visual,1,2
documentation,1,0
family_photo,1,0
different,1,0
mislead,0,2
representation,0,1
sunday_afternoon,2,0
rough_sport,2,1
play_grass,1,0
violent_sport,1,1
athletic_event,2,0
american_sport,1,0
type_game,1,0
passtime,1,0
popular_unite_state,1,0
popular_sport,1,0
rough_game,2,1
popular_sport_america,1,0
baby_cat,1,0
long_thin,1,0
sport_store,1,0
metal_cylinder,1,0
metal_stick,0,1
haunt_house,0,1
buy_gun,0,1
death_wish,0,1
broken_limb,0,1
escape_fire,0,1
sprain_ankle,0,1
write_suicide_note,1,1
broken_bone,0,1
hit_ground,0,1
layer,1,0
indicator,1,0
measure_tool,1,0
gain_skill,2,0
slant,2,0
need_make_money,2,0
food_group,1,0
trend,2,0
movement_towards,1,0
fad,1,0
elusive,2,0
dinner_party,1,0
host_party,1,0
show_care,2,0
drive_around,1,0
sing_dance,1,0
put_costume,2,0
tease,0,2
take_movie,1,0
hump_leg,1,0
share_secret,2,0
involve,1,1
make_fun,1,1
use_talent,1,0
show_like,2,0
make_smile,1,0
coven,1,0
pagan,1,0
flash_card,1,0
test_knowledge,1,0
boast,1,0
play_game_together,1,0
communicate_other_person,2,0
mental_health,0,2
say_name,1,0
charisma,1,0
know_other,1,0
friends,1,0
have_something_to_do,2,0
sociable,1,0
contact,1,0
make_contact,1,0
bond,1,0
tuxedo,1,0
ballroom,1,0
valentine_day,2,0
propose,2,0
advance_career,1,0
prey,0,1
bird_watch,2,0
